Sale Date,Product Category,Region,Sales Amount,Cost of Goods,Profit
2023-04-28,Clothing,East,930.58,730.55,200.03
2023-03-09,Home Goods,West,973.73,677.05,296.68
2023-06-16,Books,South,864.39,677.51,186.88
2023-10-20,Clothing,South,992.6,657.71,334.89
2023-04-11,Clothing,East,674.57,356.95,317.62
2023-06-13,Books,South,538.78,261.85,276.93
2023-09-19,Home Goods,North,379.05,271.7,107.35
2023-04-21,Clothing,West,947.13,422.56,524.57
2023-01-19,Clothing,West,899.9,550.53,349.37
2023-10-23,Electronics,East,500.09,393.84,106.25
2023-05-10,Food & Beverage,East,768.51,432.89,335.62
2023-10-26,Electronics,East,482.86,250.84,232.02
2023-07-09,Books,East,967.36,582.02,385.34
2023-03-06,Food & Beverage,South,903.28,611.05,292.23
2023-05-25,Home Goods,West,814.43,532.84,281.59
2023-10-29,Food & Beverage,North,214.55,122.42,92.13
2023-12-24,Books,West,881.11,653.48,227.63
2023-04-15,Electronics,North,768.24,481.43,286.81
2023-02-28,Food & Beverage,West,501.64,307.49,194.15
2023-12-11,Food & Beverage,North,115.47,51.49,63.98
2023-01-07,Books,North,526.09,378.94,147.15
2023-12-10,Books,North,400.87,271.03,129.84
2023-10-20,Clothing,West,152.57,88.43,64.14
2023-07-31,Clothing,South,855.09,477.96,377.13
2023-02-06,Home Goods,South,135.05,90.7,44.35
2023-04-05,Electronics,East,419.6,263.69,155.91
2023-07-01,Books,East,22.77,9.46,13.31
2023-06-10,Clothing,North,552.6,341.79,210.81
2023-01-09,Electronics,West,200.98,149.14,51.84
2023-05-13,Home Goods,North,205.87,92.38,113.49
2023-05-22,Food & Beverage,South,452.48,354.68,97.8
2023-12-25,Clothing,South,613.11,455.22,157.89
2023-01-27,Home Goods,West,903.6,629.81,273.79
2023-11-04,Books,North,845.26,341.2,504.06
2023-07-01,Books,South,302.51,178.05,124.46
2023-06-26,Home Goods,West,192.92,114.96,77.96
2023-02-21,Food & Beverage,West,63.6,36.54,27.06
2023-05-06,Clothing,South,694.01,542.1,151.91
2023-12-07,Home Goods,North,879.04,389.87,489.17
2023-06-23,Clothing,North,782.3,594.59,187.71
2023-01-28,Food & Beverage,West,157.82,75.51,82.31
2023-05-10,Home Goods,West,84.63,61.06,23.57
2023-08-27,Home Goods,East,473.93,320.7,153.23
2023-11-22,Clothing,West,83.23,64.02,19.21
2023-06-01,Home Goods,East,526.13,281.12,245.01
2023-08-13,Home Goods,North,958.61,706.31,252.3
2023-09-26,Food & Beverage,East,332.53,184.32,148.21
2023-09-01,Books,South,764.17,557.0,207.17
2023-08-20,Electronics,East,234.03,154.38,79.65
2023-12-15,Books,West,963.79,444.54,519.25
2023-07-27,Food & Beverage,West,414.63,286.46,128.17
2023-08-09,Food & Beverage,West,144.11,105.67,38.44
2023-01-07,Clothing,East,540.67,368.46,172.21
2023-08-18,Electronics,East,234.1,139.33,94.77
2023-04-08,Books,East,617.41,329.36,288.05
2023-03-28,Clothing,North,278.64,113.26,165.38
2023-08-13,Home Goods,North,807.39,529.63,277.76
2023-04-27,Electronics,West,129.27,98.34,30.93
2023-11-05,Home Goods,South,840.2,467.93,372.27
2023-06-19,Food & Beverage,South,268.38,177.5,90.88
2023-01-18,Food & Beverage,South,525.69,283.53,242.16
2023-02-16,Clothing,West,925.85,473.54,452.31
2023-06-04,Home Goods,West,380.47,277.21,103.26
2023-02-08,Food & Beverage,South,495.14,231.66,263.48
2023-09-24,Home Goods,West,239.81,107.93,131.88
2023-02-25,Electronics,North,726.82,429.43,297.39
2023-02-13,Food & Beverage,West,568.81,432.77,136.04
2023-09-27,Home Goods,North,371.2,230.34,140.86
2023-10-23,Home Goods,North,308.18,190.11,118.07
2023-05-17,Clothing,East,378.83,168.01,210.82
2023-12-07,Electronics,South,277.57,154.9,122.67
2023-03-20,Books,South,271.52,131.29,140.23
2023-11-13,Home Goods,South,666.92,406.39,260.53
2023-06-18,Electronics,East,717.59,514.31,203.28
2023-03-15,Clothing,West,717.61,386.66,330.95
2023-11-25,Home Goods,South,548.14,249.25,298.89
2023-08-17,Home Goods,West,397.9,162.23,235.67
2023-10-05,Home Goods,South,905.06,679.49,225.57
2023-03-08,Food & Beverage,North,32.9,15.11,17.79
2023-04-05,Home Goods,North,806.79,355.74,451.05
2023-11-24,Clothing,South,753.96,420.0,333.96
2023-05-14,Clothing,North,555.03,240.07,314.96
2023-08-31,Books,South,753.08,359.07,394.01
2023-03-14,Clothing,South,886.86,633.17,253.69
2023-05-08,Home Goods,North,447.78,185.15,262.63
2023-01-05,Books,West,423.12,270.96,152.16
2023-10-23,Clothing,South,659.57,490.76,168.81
2023-01-28,Food & Beverage,West,786.91,515.48,271.43
2023-10-08,Food & Beverage,North,673.51,503.89,169.62
2023-11-18,Food & Beverage,North,723.06,444.63,278.43
2023-10-16,Food & Beverage,West,446.45,300.85,145.6
2023-05-27,Electronics,East,442.96,193.57,249.39
2023-04-06,Home Goods,South,530.89,344.55,186.34
2023-04-30,Electronics,North,752.08,479.61,272.47
2023-08-30,Home Goods,West,358.17,194.37,163.8
2023-08-29,Electronics,West,161.43,93.62,67.81
2023-06-07,Home Goods,East,846.95,474.15,372.8
2023-09-02,Home Goods,West,796.13,341.23,454.9
2023-08-19,Books,South,551.09,374.83,176.26
2023-02-12,Electronics,South,512.34,345.68,166.66
2023-09-19,Books,East,592.04,256.8,335.24
2023-09-30,Food & Beverage,West,552.11,280.47,271.64
2023-12-03,Electronics,West,721.47,321.56,399.91
2023-09-03,Clothing,West,762.79,438.94,323.85
2023-11-17,Food & Beverage,North,505.87,228.44,277.43
2023-10-20,Clothing,South,229.86,147.33,82.53
2023-11-20,Home Goods,South,62.0,34.47,27.53
2023-10-09,Electronics,South,647.02,273.97,373.05
2023-12-01,Electronics,South,736.21,302.55,433.66
2023-05-08,Electronics,East,57.55,29.87,27.68
2023-12-01,Electronics,East,753.19,468.25,284.94
2023-12-24,Food & Beverage,East,809.45,360.99,448.46
2023-09-13,Food & Beverage,West,879.0,446.35,432.65
2023-01-25,Food & Beverage,North,33.47,15.97,17.5
2023-09-10,Food & Beverage,West,757.48,318.36,439.12
2023-04-16,Books,North,826.08,546.9,279.18
2023-03-11,Food & Beverage,East,843.34,479.63,363.71
2023-06-05,Home Goods,West,696.5,322.92,373.58
2023-01-06,Clothing,North,180.96,73.94,107.02
2023-08-25,Books,South,601.55,412.24,189.31
2023-08-07,Electronics,East,199.05,140.72,58.33
2023-05-31,Home Goods,South,404.99,187.3,217.69
2023-04-22,Clothing,North,80.28,49.76,30.52
2023-06-28,Food & Beverage,North,131.75,75.48,56.27
2023-05-11,Books,West,325.45,239.46,85.99
2023-03-30,Electronics,North,319.37,180.53,138.84
2023-08-10,Electronics,South,215.79,131.41,84.38
2023-02-27,Food & Beverage,West,439.66,197.79,241.87
2023-09-30,Electronics,West,521.84,211.33,310.51
2023-10-04,Food & Beverage,East,104.34,45.18,59.16
2023-02-25,Books,East,346.94,263.94,83.0
2023-09-29,Electronics,North,850.83,506.15,344.68
2023-04-11,Clothing,South,303.19,220.82,82.37
2023-03-31,Electronics,East,10.47,4.91,5.56
2023-03-25,Food & Beverage,East,786.93,571.41,215.52
2023-10-18,Books,East,250.93,192.09,58.84
2023-09-30,Clothing,East,455.28,324.4,130.88
2023-03-18,Books,North,801.84,544.67,257.17
2023-04-21,Food & Beverage,West,148.2,60.12,88.08
2023-05-18,Home Goods,South,494.96,382.37,112.59
2023-06-21,Home Goods,North,827.91,651.89,176.02
2023-08-08,Food & Beverage,West,860.0,473.36,386.64
2023-12-08,Electronics,East,980.94,508.24,472.7
2023-08-28,Clothing,South,441.84,326.14,115.7
2023-06-16,Clothing,South,148.77,88.83,59.94
2023-01-07,Books,South,806.77,517.47,289.3
2023-01-04,Food & Beverage,North,299.53,130.51,169.02
2023-03-30,Food & Beverage,East,32.33,25.0,7.33
2023-04-06,Electronics,West,868.42,560.78,307.64
2023-02-18,Food & Beverage,South,219.76,133.75,86.01
2023-03-02,Food & Beverage,South,798.77,634.18,164.59
2023-10-31,Electronics,West,98.54,78.2,20.34
2023-03-05,Books,West,541.19,223.44,317.75
2023-04-22,Home Goods,East,303.24,197.52,105.72
2023-10-23,Electronics,East,990.23,415.29,574.94
2023-12-25,Clothing,North,834.08,365.93,468.15
2023-04-07,Books,East,167.33,125.66,41.67
2023-08-23,Electronics,East,889.46,368.49,520.97
2023-10-29,Books,North,342.45,186.01,156.44
2023-12-01,Food & Beverage,East,504.98,225.61,279.37
2023-05-10,Clothing,East,469.21,253.47,215.74
2023-08-11,Food & Beverage,East,881.02,640.87,240.15
2023-09-04,Home Goods,South,457.65,312.42,145.23
2023-05-28,Books,North,822.69,332.25,490.44
2023-04-21,Food & Beverage,South,454.5,260.03,194.47
2023-10-08,Home Goods,South,141.79,93.88,47.91
2023-08-17,Books,South,949.26,648.25,301.01
2023-12-16,Home Goods,East,517.94,288.88,229.06
2023-08-26,Food & Beverage,West,32.37,24.04,8.33
2023-10-22,Clothing,West,397.16,183.17,213.99
2023-11-19,Electronics,North,523.08,262.36,260.72
2023-07-07,Electronics,West,832.59,571.89,260.7
2023-01-05,Food & Beverage,South,702.29,537.76,164.53
2023-01-20,Food & Beverage,West,475.57,323.17,152.4
2023-06-11,Clothing,East,832.8,365.27,467.53
2023-03-17,Clothing,East,597.75,263.3,334.45
2023-12-24,Home Goods,North,900.23,435.64,464.59
2023-04-06,Books,South,781.89,549.26,232.63
2023-08-21,Electronics,South,313.29,177.23,136.06
2023-06-01,Clothing,West,513.2,298.95,214.25
2023-12-12,Electronics,West,250.3,169.5,80.8
2023-11-02,Electronics,East,393.73,261.66,132.07
2023-09-25,Food & Beverage,South,48.58,29.99,18.59
2023-12-17,Clothing,East,548.51,394.17,154.34
2023-06-24,Home Goods,South,493.36,312.31,181.05
2023-10-28,Electronics,North,726.48,361.35,365.13
2023-06-20,Home Goods,East,757.75,573.55,184.2
2023-12-24,Books,North,779.35,608.64,170.71
2023-03-22,Clothing,West,315.32,127.71,187.61
2023-05-27,Books,North,81.86,41.28,40.58
2023-12-14,Clothing,South,100.45,67.67,32.78
2023-12-16,Clothing,South,860.7,389.01,471.69
2023-12-20,Electronics,North,445.19,249.75,195.44
2023-06-06,Clothing,North,890.92,521.86,369.06
2023-06-29,Food & Beverage,South,240.54,186.82,53.72
2023-01-22,Electronics,West,163.59,69.47,94.12
2023-10-26,Food & Beverage,West,997.64,783.73,213.91
2023-06-19,Food & Beverage,South,139.55,84.7,54.85
2023-07-24,Food & Beverage,South,32.87,16.54,16.33
2023-03-03,Home Goods,South,926.59,381.06,545.53
2023-12-04,Books,East,178.95,134.08,44.87
2023-09-08,Clothing,South,182.74,119.32,63.42
2023-12-06,Clothing,South,439.86,344.5,95.36
2023-06-23,Home Goods,North,101.05,72.86,28.19
2023-07-18,Electronics,East,639.19,262.67,376.52
2023-06-11,Home Goods,North,108.39,58.16,50.23
2023-04-19,Books,North,17.1,12.28,4.82
2023-08-27,Clothing,South,883.65,367.82,515.83
2023-07-06,Clothing,West,740.24,355.56,384.68
2023-10-21,Food & Beverage,South,477.51,221.17,256.34
2023-11-10,Home Goods,West,901.52,410.28,491.24
2023-04-06,Clothing,North,895.46,664.07,231.39
2023-07-08,Food & Beverage,South,881.4,590.2,291.2
2023-01-18,Electronics,South,350.89,215.1,135.79
2023-03-27,Electronics,North,963.16,642.65,320.51
2023-11-06,Electronics,South,281.16,160.4,120.76
2023-07-23,Food & Beverage,North,549.75,413.4,136.35
2023-09-25,Electronics,West,440.14,278.51,161.63
2023-11-17,Home Goods,West,887.71,647.83,239.88
2023-03-01,Food & Beverage,South,483.6,314.29,169.31
2023-01-04,Home Goods,West,331.87,200.44,131.43
2023-01-09,Clothing,North,161.87,104.52,57.35
2023-04-02,Food & Beverage,North,344.58,270.17,74.41
2023-08-08,Home Goods,East,981.2,649.15,332.05
2023-06-06,Clothing,North,701.14,313.57,387.57
2023-11-30,Clothing,West,517.39,303.06,214.33
2023-02-24,Books,North,893.25,643.24,250.01
2023-04-18,Food & Beverage,North,739.53,475.34,264.19
2023-05-20,Electronics,South,724.76,531.32,193.44
2023-10-22,Electronics,North,66.73,48.8,17.93
2023-12-11,Food & Beverage,West,473.18,310.94,162.24
2023-03-12,Electronics,East,654.09,379.26,274.83
2023-09-21,Food & Beverage,North,966.67,745.1,221.57
2023-02-12,Home Goods,West,344.89,139.73,205.16
2023-12-04,Food & Beverage,South,935.47,655.28,280.19
2023-01-26,Books,East,506.94,319.37,187.57
2023-04-09,Electronics,South,961.09,539.99,421.1
2023-08-16,Electronics,South,119.29,77.98,41.31
2023-01-11,Food & Beverage,East,206.45,163.05,43.4
2023-07-27,Home Goods,East,876.38,501.39,374.99
2023-09-13,Food & Beverage,North,243.52,180.41,63.11
2023-03-15,Books,East,376.6,200.19,176.41
2023-06-09,Home Goods,South,760.99,369.13,391.86
2023-01-14,Clothing,South,193.0,85.22,107.78
2023-11-05,Food & Beverage,East,767.76,431.5,336.26
2023-09-06,Home Goods,West,329.12,173.23,155.89
2023-12-30,Books,West,804.55,424.56,379.99
2023-06-11,Electronics,East,489.54,332.79,156.75
2023-06-21,Books,North,567.37,288.87,278.5
2023-05-14,Home Goods,North,442.75,331.68,111.07
2023-06-24,Clothing,North,514.22,225.28,288.94
2023-11-23,Food & Beverage,West,370.98,192.07,178.91
2023-07-14,Books,East,810.43,417.67,392.76
2023-07-04,Books,West,730.49,497.29,233.2
2023-12-23,Home Goods,North,924.87,425.53,499.34
2023-07-04,Home Goods,East,426.22,263.98,162.24
2023-11-30,Food & Beverage,South,740.49,474.5,265.99
2023-03-06,Home Goods,East,63.31,44.63,18.68
2023-09-26,Home Goods,North,586.03,426.9,159.13
2023-06-16,Books,South,547.16,433.11,114.05
2023-01-31,Food & Beverage,East,763.23,361.95,401.28
2023-11-19,Home Goods,West,372.17,263.41,108.76
2023-06-05,Books,North,704.32,485.92,218.4
2023-09-25,Home Goods,North,263.82,168.96,94.86
2023-11-21,Home Goods,West,262.27,168.29,93.98
2023-09-25,Clothing,North,473.68,298.84,174.84
2023-02-05,Food & Beverage,North,322.49,132.21,190.28
2023-04-04,Clothing,East,172.69,115.02,57.67
2023-09-03,Home Goods,East,94.07,57.93,36.14
2023-11-14,Clothing,West,903.45,434.77,468.68
2023-09-02,Electronics,East,165.16,131.41,33.75
2023-09-12,Clothing,South,901.92,659.32,242.6
2023-05-28,Food & Beverage,West,81.22,63.62,17.6
2023-03-19,Books,North,822.85,552.06,270.79
2023-06-04,Books,East,239.59,134.52,105.07
2023-02-18,Clothing,North,759.17,567.58,191.59
2023-06-19,Electronics,North,109.65,83.38,26.27
2023-10-11,Clothing,South,711.52,345.17,366.35
2023-02-12,Clothing,South,55.81,42.54,13.27
2023-04-21,Electronics,West,313.09,198.47,114.62
2023-01-01,Books,North,143.95,91.45,52.5
2023-12-25,Books,South,997.17,485.53,511.64
2023-08-06,Clothing,West,119.8,59.08,60.72
2023-02-16,Home Goods,East,856.94,400.53,456.41
2023-08-08,Electronics,North,608.43,363.93,244.5
2023-03-22,Clothing,East,861.47,576.67,284.8
2023-06-26,Food & Beverage,South,917.73,370.02,547.71
2023-12-14,Clothing,North,158.52,116.13,42.39
2023-09-23,Clothing,West,997.56,760.93,236.63
2023-07-31,Books,West,236.34,99.33,137.01
2023-11-01,Food & Beverage,West,734.61,433.73,300.88
2023-09-17,Electronics,East,581.84,416.47,165.37
2023-12-24,Clothing,South,696.42,502.94,193.48
2023-05-16,Food & Beverage,North,428.41,295.41,133.0
2023-05-29,Food & Beverage,West,511.62,388.66,122.96
2023-05-20,Home Goods,South,193.39,127.91,65.48
2023-08-11,Food & Beverage,South,768.37,484.23,284.14
2023-09-01,Food & Beverage,East,819.54,441.22,378.32
2023-06-24,Home Goods,North,205.06,151.43,53.63
2023-05-03,Food & Beverage,South,324.67,157.01,167.66
2023-02-09,Food & Beverage,East,594.19,448.64,145.55
2023-04-29,Electronics,West,246.75,137.52,109.23
2023-02-28,Home Goods,South,774.36,326.82,447.54
2023-04-27,Clothing,West,245.71,180.96,64.75
2023-07-28,Home Goods,East,469.34,296.75,172.59
2023-03-27,Books,South,295.46,133.11,162.35
2023-10-31,Clothing,East,965.26,459.05,506.21
2023-07-09,Home Goods,North,84.65,48.81,35.84
2023-06-26,Clothing,East,313.54,176.27,137.27
2023-07-04,Books,North,671.81,462.7,209.11
2023-12-02,Electronics,South,694.64,529.21,165.43
2023-01-06,Food & Beverage,North,149.39,86.66,62.73
2023-09-15,Electronics,East,905.19,635.32,269.87
2023-03-30,Electronics,East,191.37,110.55,80.82
2023-03-21,Clothing,East,631.86,290.29,341.57
2023-04-12,Home Goods,East,49.67,33.25,16.42
2023-04-09,Home Goods,West,953.23,543.11,410.12
2023-12-09,Clothing,East,276.81,154.83,121.98
2023-06-26,Clothing,North,357.21,273.79,83.42
2023-05-25,Food & Beverage,North,21.98,16.43,5.55
2023-04-23,Clothing,East,875.46,406.25,469.21
2023-12-23,Books,West,856.7,677.19,179.51
2023-03-03,Electronics,North,948.49,661.8,286.69
2023-02-05,Food & Beverage,West,711.93,346.18,365.75
2023-12-09,Books,North,347.92,154.72,193.2
2023-07-11,Books,East,99.6,60.26,39.34
2023-09-03,Home Goods,South,374.03,286.49,87.54
2023-04-08,Electronics,East,609.63,377.79,231.84
2023-06-11,Food & Beverage,South,168.17,107.04,61.13
2023-03-25,Food & Beverage,East,518.74,217.24,301.5
2023-03-27,Electronics,South,46.75,23.87,22.88
2023-02-19,Food & Beverage,North,703.83,519.28,184.55
2023-05-15,Home Goods,North,591.77,351.28,240.49
2023-12-28,Food & Beverage,West,472.1,211.52,260.58
2023-10-31,Clothing,North,869.97,364.69,505.28
2023-01-12,Books,South,118.77,77.27,41.5
2023-05-24,Books,West,373.19,216.63,156.56
2023-09-05,Books,West,422.24,276.63,145.61
2023-02-14,Books,South,373.34,216.51,156.83
2023-11-29,Food & Beverage,East,199.48,118.39,81.09
2023-04-28,Electronics,South,434.72,335.85,98.87
2023-10-10,Clothing,East,899.37,488.29,411.08
2023-05-22,Books,East,317.35,188.35,129.0
2023-06-12,Home Goods,South,479.16,320.27,158.89
2023-03-21,Clothing,East,558.2,437.18,121.02
2023-02-24,Clothing,West,987.04,727.07,259.97
2023-12-17,Electronics,West,510.87,215.67,295.2
2023-05-28,Home Goods,North,186.19,143.71,42.48
2023-08-12,Home Goods,South,527.32,272.15,255.17
2023-03-22,Books,East,216.92,144.36,72.56
2023-02-22,Books,East,342.16,157.69,184.47
2023-09-17,Food & Beverage,South,333.26,192.11,141.15
2023-07-05,Home Goods,West,487.89,351.27,136.62
2023-03-11,Electronics,East,466.5,249.74,216.76
2023-09-20,Home Goods,South,246.6,157.47,89.13
2023-06-25,Home Goods,South,338.2,205.98,132.22
2023-11-24,Clothing,East,275.16,164.79,110.37
2023-05-21,Electronics,East,944.28,455.39,488.89
2023-10-16,Home Goods,West,902.49,382.92,519.57
2023-02-13,Electronics,West,864.05,519.84,344.21
2023-10-30,Books,North,676.04,419.2,256.84
2023-08-27,Electronics,South,561.31,338.48,222.83
2023-09-13,Clothing,West,558.64,277.84,280.8
2023-01-25,Home Goods,West,992.94,772.7,220.24
2023-11-27,Clothing,South,453.21,303.32,149.89
2023-12-12,Home Goods,West,811.96,438.19,373.77
2023-10-16,Electronics,South,666.06,519.15,146.91
2023-03-18,Electronics,West,934.16,529.57,404.59
2023-10-08,Food & Beverage,East,139.52,64.23,75.29
2023-01-07,Clothing,South,579.81,268.54,311.27
2023-07-25,Food & Beverage,East,449.51,320.61,128.9
2023-04-05,Clothing,South,684.08,328.69,355.39
2023-05-30,Home Goods,North,542.31,418.13,124.18
2023-09-02,Electronics,South,133.67,55.38,78.29
2023-12-30,Electronics,South,446.36,324.7,121.66
2023-12-25,Food & Beverage,North,77.21,47.83,29.38
2023-01-22,Home Goods,North,209.11,110.76,98.35
2023-10-03,Food & Beverage,South,982.02,551.61,430.41
2023-01-23,Clothing,West,543.84,367.21,176.63
2023-06-10,Electronics,South,597.73,313.04,284.69
2023-02-04,Books,East,138.68,81.82,56.86
2023-09-09,Food & Beverage,West,193.22,112.99,80.23
2023-10-24,Books,West,371.1,187.99,183.11
2023-09-03,Clothing,West,63.91,31.69,32.22
2023-08-13,Clothing,North,634.74,387.72,247.02
2023-03-27,Books,North,359.44,174.54,184.9
2023-06-13,Food & Beverage,West,666.09,456.62,209.47
2023-03-27,Clothing,North,497.0,383.15,113.85
2023-07-20,Food & Beverage,East,166.34,128.56,37.78
2023-01-14,Electronics,North,298.4,190.82,107.58
2023-06-21,Electronics,East,531.93,271.29,260.64
2023-06-01,Electronics,West,203.65,139.76,63.89
2023-12-13,Home Goods,East,909.79,593.7,316.09
2023-04-13,Books,North,442.9,220.14,222.76
2023-05-09,Clothing,North,477.8,340.3,137.5
2023-02-21,Home Goods,East,934.59,460.58,474.01
2023-10-22,Books,East,866.19,463.61,402.58
2023-02-20,Clothing,West,826.32,605.45,220.87
2023-01-10,Clothing,East,632.63,275.59,357.04
2023-07-02,Electronics,South,455.52,317.26,138.26
2023-10-25,Food & Beverage,North,981.72,593.16,388.56
2023-12-14,Electronics,East,512.32,307.05,205.27
2023-08-04,Books,North,129.91,55.64,74.27
2023-01-25,Food & Beverage,South,792.53,329.91,462.62
2023-08-14,Home Goods,South,892.9,420.05,472.85
2023-11-27,Electronics,South,627.02,344.26,282.76
2023-12-02,Home Goods,West,262.98,120.47,142.51
2023-05-14,Home Goods,East,723.98,480.95,243.03
2023-10-10,Home Goods,South,574.16,306.42,267.74
2023-04-15,Home Goods,West,979.34,494.54,484.8
2023-05-08,Clothing,North,219.86,146.03,73.83
2023-02-21,Food & Beverage,East,985.42,552.21,433.21
2023-11-02,Electronics,North,504.45,243.52,260.93
2023-08-17,Books,East,632.15,459.38,172.77
2023-05-21,Food & Beverage,West,288.22,161.97,126.25
2023-07-14,Books,South,415.44,240.14,175.3
2023-01-07,Electronics,East,512.08,384.97,127.11
2023-11-16,Electronics,North,589.79,462.32,127.47
2023-04-15,Books,South,315.73,161.4,154.33
